doi,title,year,journal,systemType,anodeMaterials,cathodeMaterials,powerOutput,efficiency,qualityScore,parameterCompleteness,aiConfidence,reproducibilityScore,citationCount
10.1021/acs.est.5b04431,"Bringing High-Rate, CO2-Based Microbial Electrosynthesis Closer to Practical Implementation through Improved Electrode Design and Operating Conditions.",2016,Environmental Science &amp; Technology,MES,,,,,,0.375,1,,174
10.1021/acs.est.5b05416,Wastewater Treatment Works (WwTW) as a Source of Microplastics in the Aquatic Environment.,2016,Environmental Science &amp; Technology,MES,,,,,,0.25,0.9,,1999
10.1021/acs.est.5b06021,Product Diversity Linked to Substrate Usage in Chain Elongation by Mixed-Culture Fermentation,2016,Environmental Science & Technology,,,,,,,,0.6,,150
10.1021/acs.est.5b06376,Bioelectrochemical Chromium(VI) Removal in Plant-Microbial Fuel Cells.,2016,Environmental Science &amp; Technology,MFC,,,,,,0.375,1,,232
10.1021/acs.est.5c06392,Role of Extracellular Electrical Signal Transfer on Sensitivity in Electrochemically Active Biofilm Sensors for Signaling Water Acute-Toxicity Exposure.,2026,Environmental science &amp; technology,MES,,,,,,0.125,0.75,,1
10.1021/acs.est.5c17814,Sustainable Oxygen Reduction Catalyzed by Whole-Cell Electro-Mutualism.,2026,Environmental science &amp; technology,MES,,,,,,0.5,0.75,,0
10.1021/acs.est.6b00520,Self-Driven Desalination and Advanced Treatment of Wastewater in a Modularized Filtration Air Cathode Microbial Desalination Cell,2016,Environmental Science & Technology,,,,,,,,0.6,,43
10.1021/acs.est.6b00535,Geophysical Monitoring of Hydrocarbon-Contaminated Soils Remediated with a Bioelectrochemical System.,2016,Environmental Science &amp; Technology,BES,,,,,,0.25,1,,64
10.1021/acs.est.6b00648,Hierarchically Three-Dimensional Nanofiber Based Textile with High Conductivity and Biocompatibility As a Microbial Fuel Cell Anode,2016,Environmental Science & Technology,MFC,,,,,,,0.6,,72
10.1021/acs.est.6b00813,Alternating Current Influences Anaerobic Electroactive Biofilm Activity.,2016,Environmental Science &amp; Technology,MES,,,,,,0.25,1,,64
10.1021/acs.est.6b00835,"Understanding, Monitoring, and Controlling Biofilm Growth in Drinking Water Distribution Systems",2016,Environmental Science & Technology,,,,,,,,0.6,,464
10.1021/acs.est.6b01897,Environmental Remediation and Application of Nanoscale Zero-Valent Iron and Its Composites for the Removal of Heavy Metal Ions: A Review.,2016,Environmental Science &amp; Technology,MES,,,,,,0.375,0.9,,1351
10.1021/acs.est.6b02101,Microbial Electrosynthesis and Anaerobic Fermentation: An Economic Evaluation for Acetic Acid Production from CO<sub>2</sub> and CO,2016,Environmental Science & Technology,,,,,,,,0.6,,100
10.1021/acs.est.6b03675,Concomitant Leaching and Electrochemical Extraction of Rare Earth Elements from Monazite,2017,Environmental Science & Technology,,,,,,,,0.6,,150
10.1021/acs.est.6b04048,Microplastics in Sewage Sludge: Effects of Treatment.,2017,Environmental Science &amp; Technology,MES,,,,,,0.25,0.9,,1034
10.1021/acs.est.6b04591,Bioenergy Potential from Food Waste in California,2017,Environmental Science & Technology,,,,,,,,0.6,,70
10.1021/acs.est.6b04640,Enhancing Extracellular Electron Transfer of Shewanella oneidensis MR-1 through Coupling Improved Flavin Synthesis and Metal-Reducing Conduit for Pollutant Degradation.,2017,Environmental Science &amp; Technology,MFC,,,,,,0.375,1,,211
10.1021/acs.est.6b05279,Assessing the Risk of Engineered Nanomaterials in the Environment: Development and Application of the nanoFate Model,2017,Environmental Science & Technology,,,,,,,,0.6,,267
10.1021/acs.est.6b06344,"Linking Microbial Community, Environmental Variables, and Methanogenesis in Anaerobic Biogas Digesters of Chemically Enhanced Primary Treatment Sludge.",2017,Environmental Science &amp; Technology,MES,,,,,,0.25,0.9,,140
10.1021/acs.est.6b06572,Ecological and Transcriptional Responses of Anode-Respiring Communities to Nitrate in a Microbial Fuel Cell,2017,Environmental Science & Technology,MFC,,,,,,,0.6,,38
10.1021/acs.est.7b00209,Interconnection of Key Microbial Functional Genes for Enhanced Benzo[<i>a</i>]pyrene Biodegradation in Sediments by Microbial Electrochemistry,2017,Environmental Science & Technology,MFC,,,,,,,0.6,,80
10.1021/acs.est.7b00689,Linking Genes to Microbial Biogeochemical Cycling: Lessons from Arsenic,2017,Environmental Science & Technology,,,,,,,,0.6,,328
10.1021/acs.est.7b01413,Predicting Microbial Fuel Cell Biofilm Communities and Bioreactor Performance using Artificial Neural Networks,2017,Environmental Science & Technology,MFC,,,,,,,0.6,,102
10.1021/acs.est.7b05389,Amendment of Agricultural Soil with Metal Nanoparticles: Effects on Soil Enzyme Activity and Microbial Community Composition.,2018,Environmental Science &amp; Technology,MES,,,,,,0.375,1,,295
10.1021/acs.est.7b06005,Regenerable Nickel-Functionalized Activated Carbon Cathodes Enhanced by Metal Adsorption to Improve Hydrogen Production in Microbial Electrolysis Cells,2018,Environmental Science & Technology,,,,,,,,0.6,,66
10.1021/acs.est.8b01468,Real-Time Imaging Revealed That Exoelectrogens from Wastewater Are Selected at the Center of a Gradient Electric Field,2018,Environmental Science & Technology,,,,,,,,0.6,,64
10.1021/acs.est.8b02055,Impact of Ohmic Resistance on Measured Electrode Potentials and Maximum Power Production in Microbial Fuel Cells.,2018,Environmental Science &amp; Technology,MFC,,,,,,0.25,1,,88
10.1021/acs.est.8b03052,Unraveling Microbial Communities Associated with Methylmercury Production in Paddy Soils,2018,Environmental Science & Technology,,,,,,,,0.6,,145
10.1021/acs.est.8b04311,Novel Gas Diffusion Cloth Bioanodes for High-Performance Methane-Powered Microbial Fuel Cells,2018,Environmental Science & Technology,MFC,,,,,,,0.6,,84
10.1021/acs.est.8b06004,Evaluation of Electrode and Solution Area-Based Resistances Enables Quantitative Comparisons of Factors Impacting Microbial Fuel Cell Performance.,2019,Environmental Science &amp; Technology,MFC,,,,,,0.25,1,,108
10.1021/acs.est.8b07029,Insights into Livestock-Related Microbial Concentrations in Air at Residential Level in a Livestock Dense Area,2019,Environmental Science &amp; Technology,MES,,,,,,0.25,0.9,,68
10.1021/acs.est.8b07159,Application of Integrated Bioelectrochemical-Wetland Systems for Future Sustainable Wastewater Treatment,2019,Environmental Science &amp; Technology,BES,,,,,,0.25,0.85,,40
10.1021/acs.est.9b01510,Generation of active Mn(III)(aq) by a novel heterogeneous Electro-permanganate (E-PM) process with manganese(II) as promoter and stabilizer.,2019,Environmental Science &amp; Technology,MES,,,,,,0.125,0.9,,90
10.1021/acs.est.9b02966,"An evidence synthesis of pharmaceuticals and personal care products (PPCPs) in the environment: imbalances among compounds, sewage treatment techniques, and ecosystem types.",2019,Environmental Science &amp; Technology,MES,,,,,,0.25,0.9,,210
10.1021/acs.est.9b03395,Exoelectrogenic Anaerobic Granular Sludge for Simultaneous Electricity Generation and Wastewater Treatment,2019,Environmental Science & Technology,MFC,,,,,,,0.6,,65
10.1021/acs.est.9b03667,Microbial Community Predicts Functional Stability of Microbial Fuel Cells.,2019,Environmental Science &amp; Technology,MFC,,,,,,0.125,1,,56
10.1021/acs.est.9b05024,Balancing Water Dissociation and Current Densities To Enable Sustainable Hydrogen Production with Bipolar Membranes in Microbial Electrolysis Cells,2019,Environmental Science & Technology,MEC,,,,,,,0.6,,46
10.1021/acs.est.9b05285,Multiple Lines of Evidence Identify U(V) as a Key Intermediate during U(VI) Reduction by <i>Shewanella oneidensis</i> MR1,2020,Environmental Science & Technology,,,,,,,,0.6,,66
10.1021/acs.est.9b05290,Bioelectrochemical Ammoniation (BEA) Coupled with Microbial Electrolysis for Nitrogen Recovery from Nitrate in Wastewater.,2019,Environmental Science &amp; Technology,MEC,,,,44,,0.5,1,,107
10.1021/acs.est.9b05569,Selective Phosphate Removal from Water and Wastewater using Sorption: Process Fundamentals and Removal Mechanisms.,2019,Environmental Science &amp; Technology,MES,,,,,,0.25,0.9,,784
10.1021/acs.estlett.0c00730,Persistence of SARS-CoV-2 in Water and Wastewater,2020,Environmental Science &amp; Technology Letters,MES,,,,,,0.375,0.9,,437
10.1021/acs.estlett.3c00485,Dominating Contribution of Intracellular Electron Generation over Extracellular Electron Transfer in Signaling Toxic Formaldehyde Exposure in Electrochemically Active Biofilm Sensors,2023,Environmental Science &amp; Technology Letters,MES,,,,,,0.125,0.85,,6
10.1021/ACS.ESTLETT.6B00051,Microbial Rechargeable Battery: Energy Storage and Recovery through Acetate,2016,Environmental Science &amp; Technology Letters,MFC,,,,,,0.25,1,,38
10.1021/acs.estlett.6b00112,Rapid Detection and Enumeration of Exoelectrogenic Bacteria in Lake Sediments and a Wastewater Treatment Plant Using a Coupled WO<sub>3</sub> Nanoclusters and Most Probable Number Method,2016,Environmental Science & Technology Letters,MFC,,,,,,,0.6,,23
10.1021/ACS.ESTLETT.6B00410,"TiO2 Nanotube Arrays Modified Titanium: A Stable, Scalable, and Cost-Effective Bioanode for Microbial Fuel Cells",2016,Environmental Science &amp; Technology Letters,MFC,,,,,,0.375,1,,61
10.1021/acs.estlett.7b00227,Rapid Release of Arsenite from Roxarsone Bioreduction by Exoelectrogenic Bacteria,2017,Environmental Science & Technology Letters,,,,,,,,0.6,,68
10.1021/acs.estlett.7b00242,Protection of Electroactive Biofilm from Extreme Acid Shock by Polydopamine Encapsulation,2017,Environmental Science & Technology Letters,,,,,,,,0.6,,49
10.1021/ACS.ESTLETT.8B00105,Estimating the Transfer Range of Plasmids Encoding Antimicrobial Resistance in a Wastewater Treatment Plant Microbial Community,2018,Environmental Science &amp; Technology Letters,MES,,,,,,0.375,0.9,,131
10.1021/acs.iecr.0c00041,Biomass-Derived Carbon for Electrode Fabrication in Microbial Fuel Cells: A Review,2020,Industrial &amp; Engineering Chemistry Research,MFC,,,,,,0.125,0.9,,90
10.1021/acs.iecr.0c01867,Application of Cell Immobilization Technology in Microbial Cocultivation Systems for Biochemicals Production,2020,Industrial &amp; Engineering Chemistry Research,MES,,,,,,0.125,1,,57
10.1021/acs.iecr.1c04380,Toward a Fundamental Understanding of Geological Hydrogen Storage,2022,Industrial & Engineering Chemistry Research,,,,,,,,0.6,,284
10.1021/acs.iecr.3c04280,Development of a Novel Composite Polymer Electrolyte Membrane for Application as a Separator in a Dual Chamber Microbial Fuel Cell,2024,Industrial &amp; Engineering Chemistry Research,MFC,,,,,,0.25,0.8,,8
10.1021/ACS.IECR.5B04703,Recent Advancement of Coagulation–Flocculation and Its Application in Wastewater Treatment,2016,Industrial &amp; Engineering Chemistry Research,MES,,,,,,0.375,0.9,,1106
10.1021/acs.iecr.7b01855,Enhanced Current Generation Using Mutualistic Interaction of Yeast-Bacterial Coculture in Dual Chamber Microbial Fuel Cell,2017,Industrial & Engineering Chemistry Research,MFC,,,,,,,0.6,,60
10.1021/acs.iecr.8b00563,"Characteristics of Poly(3,4-ethylenedioxythiophene) Modified Stainless Steel as Anode in Air-Cathode Microbial Fuel Cells",2018,Industrial & Engineering Chemistry Research,MFC,,,,,,,0.6,,24
10.1021/ACS.IECR.8B04725,Enhanced Removal of Azo Dye by a Bioelectrochemical System Integrated with a Membrane Biofilm Reactor,2018,Industrial &amp; Engineering Chemistry Research,BES,,,,,,0.25,1,,31
10.1021/acs.iecr.9b00859,Pretreatment of Lignocellulosic Biomass Using Vortex-Based Devices for Cavitation: Influence on Biomethane Potential,2019,Industrial & Engineering Chemistry Research,,,,,,,,0.6,,44
10.1021/ACS.IECR.9B01831,Pilot-Scale Polyhydroxyalkanoate Production from Combined Treatment of Organic Fraction of Municipal Solid Waste and Sewage Sludge,2019,Industrial &amp; Engineering Chemistry Research,MES,,,,,,0.25,0.8,,130
10.1021/acs.inorgchem.5c00334,Ferrocene-MOFs: Optimizing OER Kinetics for Water Splitting,2025,Inorganic Chemistry,,,,,,,,0.6,,19
10.1021/acs.inorgchem.5c03674,Roles of Labile Copper Coordinated by Histidine in Reductive Inactivation of Copper Efflux Oxidase.,2026,Inorganic chemistry,MES,,,,,,0.25,0.7,,1
10.1021/acs.inorgchem.5c03970,Laccase Employing Water-Mediated Double-Proton-Coupled Electron Transfer To Achieve the Oxygen Reduction Reaction.,2025,Inorganic chemistry,MES,,,,,,0.25,0.75,,0
10.1021/acs.jafc.4c05072,Rational Design of Formate Dehydrogenase for Enhanced Thermal Stability and Catalytic Activity in Bioelectrocatalysis.,2024,Journal of Agricultural and Food Chemistry,MES,,,,,,0.375,0.8,,11
10.1021/ACS.JCHEMED.5B00755,Electrochemical Study and Determination of Electroactive Species with Screen-Printed Electrodes,2016,Journal of Chemical Education,MES,,,,,,0.25,1,,68
10.1021/ACS.JPCC.6B05483,Redox Cycling in Nanogap Electrochemical Cells. The Role of Electrostatics in Determining the Cell Response,2016,The Journal of Physical Chemistry C,MES,,,,,,0.375,1,,49
10.1021/ACS.JPCC.6B10475,Large Areal Mass and High Scalable and Flexible Cobalt Oxide/Graphene/Bacterial Cellulose Electrode for Supercapacitors,2016,The Journal of Physical Chemistry C,MES,,,,,,0.375,1,,51
10.1021/acs.jpclett.0c02842,Which Multi-Heme Protein Complex Transfers Electrons More Efficiently? Comparing MtrCAB from <i>Shewanella</i> with OmcS from <i>Geobacter</i>,2020,The Journal of Physical Chemistry Letters,,,,,,,,0.6,,72
10.1021/acs.jpclett.2c01411,Reconciling the Volcano Trend with the Butler-Volmer Model for the Hydrogen Evolution Reaction.,2022,The Journal of Physical Chemistry Letters,MES,,,,,,0.125,0.7,,33
10.1021/acs.jpclett.5b01559,Catalysts and Reaction Pathways for the Electrochemical Reduction of Carbon Dioxide.,2015,The Journal of Physical Chemistry Letters,MES,,,,,,0.375,0.9,,2124
10.1021/acs.langmuir.1c01542,Fullerenes Enhance Self-Assembly and Electron Injection of Photosystem I in Biophotovoltaic Devices,2021,Langmuir,,,,,,,,0.6,,16
10.1021/acs.langmuir.6b03889,Hydrodynamic Effects on Biofilms at the Biointerface Using a Microfluidic Electrochemical Cell: Case Study of <i>Pseudomonas sp.</i>,2017,Langmuir,MES,,,,,,0.125,0.7,,55
10.1021/acs.nanolett.1c01062,Deciphering Single-Bacterium Adhesion Behavior Modulated by Extracellular Electron Transfer,2021,Nano Letters,,,,,,,,0.6,,14
10.1021/acs.nanolett.1c02828,Label-Free Probing of Electron Transfer Kinetics of Single Microbial Cells on a Single-Layer Graphene via Structural Color Microscopy,2021,Nano Letters,,,,,,,,0.6,,9
10.1021/acs.nanolett.5c04643,Decoding the Intrinsic Link Between Interphase Stripping and Low Initial Coulombic Efficiency of Silicon Anodes in Li-Ion Batteries.,2025,Nano letters (Print),MEC,,,,2,,0.375,0.75,,2
10.1021/acs.nanolett.9b03573,Biosynthetic Electronic Interfaces for Bridging Microbial and Inorganic Electron Transport,2019,Nano Letters,,,,,,,,0.6,,16
10.1021/acs.orglett.4c00535,A Simple Nickel Metal-Organic Framework-Catalyzed Borylation of Aryl Chlorides and Bromides.,2024,Organic Letters,MES,,,,,,0.25,0.7,,12
10.1021/acsabm.0c00989,"Electrospinning of Electroconductive Water-Resistant Nanofibers of PEDOT-PSS, Cellulose Nanofibrils and PEO: Fabrication, Characterization, and Cytocompatibility.",2020,ACS Applied Bio Materials,BES,,,,,,0.25,1,,28
10.1021/acsabm.1c00362,Tuning of Electrode Surface for Enhanced Bacterial Adhesion and Reactions: A Review on Recent Approaches.,2021,ACS Applied Bio Materials,MFC,,,,,,0.25,1,,40
10.1021/acsabm.1c01029,Potentiation Effect of Iodine Species on the Antimicrobial Capability of Surfaces Coated with Electroactive Phthalocyanines.,2021,ACS Applied Bio Materials,MES,,,,,,0.125,1,,25
10.1021/acsabm.2c00785,Electrochemical Energy Harvesting Using Microbial Active Matter.,2022,ACS Applied Bio Materials,MES,,,,,,0.25,1,,10
10.1021/acsabm.3c00601,A Weak Electricigen-Based Bioelectrochemical Sensor for Real-Time Monitoring of Chemical Pollutants in Water,2023,ACS Applied Bio Materials,,,,,,,,0.6,,7
10.1021/acsabm.3c01215,Emerging Trends of Bilirubin Oxidases at the Bioelectrochemical Interface: Paving the Way for Self-Powered Electrochemical Devices and Biosensors.,2024,ACS Applied Bio Materials,BES,,,,,,0.25,1,,6
10.1021/acsabm.4c00727,Effect of Three Different Types of Biochar on Bioelectricity Generated from Plant Microbial Fuel Cells under Unsaturated Soil Condition,2024,ACS Applied Bio Materials,MFC,,,,,,,0.6,,7
10.1021/acsabm.4c01502,Enhancing Performance of Microbial Fuel Cell by Binder-Free Modification of Anode with Reduced Graphene Oxide through One-Step Electrochemical Exfoliation and In Situ Electrodeposition.,2024,ACS Applied Bio Materials,MFC,,,951.89,,,0.625,1,0.245161290322581,8
10.1021/acsabm.5c00310,Integrated Bioelectrochemical Conversion of Bacillus subtilis-Pretreated Sugar Cane Bagasse: Metabolic Profile Optimization for Enhanced Microbial Fuel Cell Efficiency and Sustainable Biorefinery Applications.,2025,ACS Applied Bio Materials,MFC,,,5,2,,0.625,1,0.174193548387097,8
10.1021/acsabm.8b00337,Development of a High-Performance Mediatorless Microbial Fuel Cell Comprising a Catalytic Steel Anode,2018,ACS Applied Bio Materials,MFC,,,,,,,0.6,,18
10.1021/acsabm.9b01023,Redox Characterization of Electrode-Immobilized Bacterial Microcompartment Shell Proteins Engineered To Bind Metal Centers.,2019,ACS Applied Bio Materials,MES,,,,,,0.125,0.9,,14
10.1021/acsaem.0c00054,Synthesis and Application of Zirconium Metal–Organic Framework in Microbial Fuel Cells as a Cost-Effective Oxygen Reduction Catalyst with Competitive Performance,2020,ACS Applied Energy Materials,MFC,,,,,,,0.6,,92
